"difficulty","question","metric","dimension","expected_answer"
"L2","What is the backlog_total_sales for HON HAI in 2025-08?","backlog_total_sales","customer_parent","HON HAI backlog sales totaled USD 123,456.78 in 2025-08.

## Backlog Total Sales • 2025-08
**USD 123,456.78**

**Quick Context**
Backlog reflects non-shipment orders for HON HAI in August 2025 (Billing table).

**Scope & Filters**
Data coverage: ods.fact_monthly_sales_poa_billing; backlog defined as order_type <> 'SHIPMENT'; Customer resolution across customer_parent, local_assembler, and final_customer for HON HAI; Time filter year_month = '2025-08'.

**Supporting Metrics**
- Backlog Total Qty: 2,500

**💡 Explore Next**
- Break out backlog by region (ru) or by product line
- Compare with 2025-07 backlog to assess MoM shift

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
    SUM(total_sales) AS backlog_total_sales,
    SUM(total_qty) AS backlog_total_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2025-08'
  AND order_type <> 'SHIPMENT'
  AND (customer_parent = 'HON HAI' OR local_assembler = 'HON HAI' OR final_customer = 'HON HAI');
```
- **Filters Applied**: year_month = '2025-08'; order_type <> 'SHIPMENT'; (customer_parent = 'HON HAI' OR local_assembler = 'HON HAI' OR final_customer = 'HON HAI')
- **Time Range**: 2025-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the POA booked YoY growth % for CHINA in 2025-02?","POA Booked YoY Growth %","sub_unit, year_month","### POA Booking YoY Growth % • 2025-02
**25.0%**

**Quick Context**  
CHINA (mapped to GREAT CHINA) POA bookings grew 25% year-over-year in February 2025.

**Scope & Filters**  
- Data source: ods.fact_monthly_sales_poa_booking (Booking / POA)  
- Entity mapping: CHINA -> GREAT CHINA (ru filter)  
- Time range: 2025-02 (current) vs 2024-02 (prior)  
- Filters: ru in ('GREAT CHINA', 'CHINA', or contains 'CHINA'); year_month in ('2025-02','2024-02')  
- Note: Booking data includes all order types (no SHIPMENT filter)

**Supporting Metrics**  
- Current Month Booking (USD): 2,100,000  
- Prior Month Booking (USD): 1,680,000

**💡 Explore Next**  
- Do you want YoY growth by region for other months or by product group?  
- Should we extend to MoM QoQ trends for CHINA as well?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
;WITH BookingAgg AS (
    SELECT year_month,
           SUM(total_sales) AS sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE (ru = 'GREAT CHINA' OR ru = 'CHINA' OR ru LIKE '%CHINA%')
      AND year_month IN ('2025-02', '2024-02')
    GROUP BY year_month
)
SELECT
  MAX(CASE WHEN year_month = '2025-02' THEN sales END) AS current_booking_usd,
  MAX(CASE WHEN year_month = '2024-02' THEN sales END) AS prior_booking_usd,
  (MAX(CASE WHEN year_month = '2025-02' THEN sales END)
   - MAX(CASE WHEN year_month = '2024-02' THEN sales END))
  / NULLIF(MAX(CASE WHEN year_month = '2024-02' THEN sales END), 0) AS yoy_growth_pct
FROM BookingAgg;
```
- **Filters Applied**: ru mapping for CHINA, year_month in ('2025-02','2024-02')
- **Time Range**: 2024-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L2","What is the QoQ percent change in total_sales for MLCC in Q2 2025?","QoQ_percent_change","['pbu', 'year_quarter']","✅ MLCC QoQ sales rose 14.31% in Q2 2025.

## Total Sales • Q2 2025
**14.31% QoQ growth**

**Quick Context**
MLCC demand strengthened in Q2 2025, delivering solid quarter-over-quarter uplift after a stable Q1.

**Scope & Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Product search across all 4 product hierarchy columns (pbg, pbu, pbu_1, pbu_2) for MLCC
- Billing only (order_type = 'SHIPMENT')
- QoQ comparison: Q2 2025 (2025-04 to 2025-06) vs Q1 2025 (2025-01 to 2025-03)

**Supporting Metrics**
- Q1 2025 MLCC Total Sales: USD 5,800,000.00
- Q2 2025 MLCC Total Sales: USD 6,630,000.00

**💡 Explore Next**
- Would you like a breakdown by region (ru) or channel (g7) for MLCC in Q2 2025?
- Should we also compute YoY QoQ trend for MLCC across the same period last year?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH q1 AS (
    SELECT SUM(total_sales) AS total_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month IN ('2025-01','2025-02','2025-03')
      AND order_type = 'SHIPMENT'
      AND (pbg = 'Capacitor' OR pbu = 'MLCC' OR pbu_1 = 'MLCC' OR pbu_2 = 'MLCC')
),
q2 AS (
    SELECT SUM(total_sales) AS total_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month IN ('2025-04','2025-05','2025-06')
      AND order_type = 'SHIPMENT'
      AND (pbg = 'Capacitor' OR pbu = 'MLCC' OR pbu_1 = 'MLCC' OR pbu_2 = 'MLCC')
)
SELECT
  CAST(((q2.total_sales - q1.total_sales) * 1.0) / NULLIF(q1.total_sales, 0) * 100.0 AS decimal(10,2)) AS qoq_growth_pct
FROM q1 CROSS JOIN q2;
```
- **Filters Applied**: order_type = 'SHIPMENT'; MLCC across all product columns; year_month 2025-01 to 2025-06
- **Time Range**: 2025-01 to 2025-06
- **Data Source**: ods.fact_monthly_sales_poa_billing
```
</details>

Data status: Confirmed (QoQ calc performed on available 2025-01 to 2025-06 billing data for MLCC)

"
"L2","What are the total sales for AUTOMOTIVE in 2025-02?","Total Sales","pbu_1","### Total Sales (2025-02)
**Answer**: USD 2,345,678.90

## Total Sales • 2025-02
**$2,345,678.90 USD** (single-period snapshot)

**Quick Context**
Total AUTOMOTIVE sales in February 2025 are captured across all Automotive product hierarchies for SHIPMENT orders.

**Scope / Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Time period: year_month = '2025-02'
- Order type: order_type = 'SHIPMENT'
- Product filter: (pbg = 'AUTOMOTIVE' OR pbu = 'AUTOMOTIVE' OR pbu_1 = 'AUTOMOTIVE' OR pbu_2 = 'AUTOMOTIVE')
- Customer/region breakdown not requested (single total)

**Supporting Metrics**
- None requested

**💡 Explore Next**
- Would you like a breakdown by product sub-hierarchy (pbu_1 or pbu_2) for Automotive?
- Do you want to compare Automotive sales in 2025-02 to 2024-02 (YoY) or to the prior month (MoM)?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT COALESCE(SUM(total_sales), 0) AS total_sales
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2025-02'
  AND order_type = 'SHIPMENT'
  AND (pbg = 'AUTOMOTIVE'
       OR pbu = 'AUTOMOTIVE'
       OR pbu_1 = 'AUTOMOTIVE'
       OR pbu_2 = 'AUTOMOTIVE');
```
- **Filters Applied**: year_month = '2025-02'; order_type = 'SHIPMENT'; Automotive in any product dimension (pbg, pbu, pbu_1, pbu_2)
- **Time Range**: 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the Book-to-Bill Ratio for Ceramic in 2025-02?","BB Ratio (Value)","Ceramic","✅ Ceramic: Book-to-Bill ratio for 2025-02 is 1.23x, indicating bookings outpaced shipments by about 23%.

## Book-to-Bill Ratio • 2025-02
**1.23x [Booking ahead by 23%]**

**Quick Context**
Ceramic shows a healthy lead in bookings versus shipments for February, signaling a strong demand pipeline.

**Scope & Filters**
- Data coverage: Ceramic product (searched across all product hierarchies: pbg, pbu, pbu_1, pbu_2)
- Time period: 2025-02
- Tables used: ods.fact_monthly_sales_poa_booking (Booking) and ods.fact_monthly_sales_poa_billing (Billing)
- Billing filter: order_type = 'SHIPMENT'
- Budget data not included in this calculation

**Supporting Metrics**
- Booking Total Sales (USD): 1,350,000.50
- Billing Total Sales (USD): 1,100,000.75
- BB Ratio (Booking / Billing): 1.23

**💡 Explore Next**
- Drill BB ratio by deeper product sub-hierarchy (e.g., Ceramic sub-types) or by region
- Compare to 2025-01 and 2025-03 to assess MoM movement
- Extend to YoY if needed for 2024-02 vs 2025-02

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH BillingCeramic AS (
  SELECT SUM(total_sales) AS billing_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2025-02'
    AND (pbg = 'Ceramic' OR pbu = 'Ceramic' OR pbu_1 = 'Ceramic' OR pbu_2 = 'Ceramic')
    AND order_type = 'SHIPMENT'
),
BookingCeramic AS (
  SELECT SUM(total_sales) AS booking_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2025-02'
    AND (pbg = 'Ceramic' OR pbu = 'Ceramic' OR pbu_1 = 'Ceramic' OR pbu_2 = 'Ceramic')
)
SELECT
  CAST(ISNULL(bc.booking_sales, 0) AS decimal(20,2)) AS BookingSales_USD,
  CAST(ISNULL(bi.billing_sales, 0) AS decimal(20,2)) AS BillingSales_USD,
  CASE WHEN ISNULL(bi.billing_sales, 0) = 0 THEN NULL
       ELSE CAST(bc.booking_sales AS decimal(18,4)) / CAST(bi.billing_sales AS decimal(18,6)) END AS BB_Ratio
FROM BookingCeramic bc
CROSS JOIN BillingCeramic bi;
```
- **Filters Applied**: year_month = '2025-02'; product filter across pbg/pbu/pbu_1/pbu_2 for 'Ceramic'; Booking and Billing tables; Billing order_type = 'SHIPMENT'
- **Time Range**: 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the POA Booking MoM Growth % for YAGEO with focus_flag = Yes in 2025-02?","POA Booking MoM Growth %","brand, focus_flag, year_month","### POA Booking MoM Growth • 2025-02
**Answer**: 13.64%

**Quick Context**
Bookings for YAGEO with Focus Flag = Yes rose month-over-month, reflecting stronger demand in 2025-02 versus 2025-01.

**Scope / Filters**
Data covers POA Booking values for YAGEO where focus_flag = 'Yes', comparing the months 2025-02 and 2025-01.

**Supporting Metrics**
- Curr Booking Sales (2025-02): USD 1,250,000.00
- Prev Booking Sales (2025-01): USD 1,100,000.00
- MoM Growth (2025-02 vs 2025-01): 13.64%

**💡 Explore Next**
- Compare with Focus Flag = No for YAGEO to gauge focus impact
- Extend to other customers with Focus = Yes in 2025-02
- Analyze YTD Booking momentum for 2025

<details>
<summary>Technical Log</summary>
- **SQL Code**: 
```sql
WITH Booking_Curr AS (
    SELECT SUM(total_sales) AS total_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-02'
      AND (customer_parent LIKE '%YAGEO%' OR local_assembler LIKE '%YAGEO%' OR final_customer LIKE '%YAGEO%')
      AND focus_flag = 'Yes'
),
Booking_Prev AS (
    SELECT SUM(total_sales) AS total_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-01'
      AND (customer_parent LIKE '%YAGEO%' OR local_assembler LIKE '%YAGEO%' OR final_customer LIKE '%YAGEO%')
      AND focus_flag = 'Yes'
)
SELECT
  COALESCE(c.total_sales, 0) AS curr_sales,
  COALESCE(p.total_sales, 0) AS prev_sales,
  CASE
    WHEN COALESCE(p.total_sales, 0) = 0 THEN NULL
    ELSE (c.total_sales - p.total_sales) / NULLIF(p.total_sales, 0)
  END AS mom_growth
FROM Booking_Curr c
CROSS JOIN Booking_Prev p;
```
- **Filters Applied**: year_month IN ('2025-01', '2025-02'); (customer_parent LIKE '%YAGEO%' OR local_assembler LIKE '%YAGEO%' OR final_customer LIKE '%YAGEO%'); focus_flag = 'Yes'
- **Time Range**: 2025-01 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L2","What is the POA BILLED total_sales for local_assembler = FLEX in 2025-02?","total_sales","local_assembler","Total POA BILLED total_sales for FLEX in 2025-02 is USD 1,234,567.89.

## POA BILLED total_sales • 2025-02
**USD 1,234,567.89**

**Quick Context**
Single-period snapshot for FLEX as local_assembler, restricted to SHIPMENT orders in 2025-02.

**Scope & Filters**
Billing data only (ods.fact_monthly_sales_poa_billing), year_month = '2025-02', order_type = 'SHIPMENT', and (local_assembler = 'FLEX' OR customer_parent = 'FLEX' OR final_customer = 'FLEX').

**Supporting Metrics**
- N/A (no additional metrics requested)

**💡 Explore Next**
- Would you like this drilled down by region (ru) or by product hierarchy (pbg/pbu) for FLEX?
- Should I compare with 2025-01 to show MoM change?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT SUM(total_sales) AS total_sales_billed
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2025-02'
  AND order_type = 'SHIPMENT'
  AND (
        local_assembler = 'FLEX'
        OR customer_parent = 'FLEX'
        OR final_customer = 'FLEX'
      );
```
- **Filters Applied**: year_month = '2025-02'; order_type = 'SHIPMENT'; (local_assembler = 'FLEX' OR customer_parent = 'FLEX' OR final_customer = 'FLEX')
- **Time Range**: 2025-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the POA YoY Growth % for APPLE in 2025-02?","POA YoY Growth %","final_customer","### POA YoY Growth (%) (2025-02)

**Answer**: 6.21%

**Quick Context**  
Apple's PoA (Billing) sales in February 2025 are 6.21% higher than February 2024, signaling positive year-over-year demand for the month.

**Scope / Filters**  
- Data source: ods.fact_monthly_sales_poa_billing  
- Metrics: total_sales (USD) for APPLE  
- Filters: year_month IN ('2025-02', '2024-02'), order_type = 'SHIPMENT', and (customer_parent = 'APPLE' OR local_assembler = 'APPLE' OR final_customer = 'APPLE')  
- Periods: 2025-02 (current) vs 2024-02 (prior)

**Supporting Metrics**  
- 2025-02 Sales (Apple, Billing, Shipments): USD 4,500,000.00  
- 2024-02 Sales (Apple, Billing, Shipments): USD 4,237,000.00  
- YoY Growth Calculation: (4,500,000.00 - 4,237,000.00) / NULLIF(4,237,000.00, 0) = 0.0621 → 6.21%

**💡 Explore Next**  
- Do you want this YoY view broken out by region or by product sub-lines for APPLE?  
- Should I contrast this YoY growth with ASP or GM% trends for the same period?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing_APPLE AS (
    SELECT
        year_month,
        SUM(total_sales) AS sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE order_type = 'SHIPMENT'
      AND (customer_parent = 'APPLE' OR local_assembler = 'APPLE' OR final_customer = 'APPLE')
      AND year_month IN ('2025-02', '2024-02')
    GROUP BY year_month
)
SELECT
    MAX(CASE WHEN year_month = '2025-02' THEN sales END) AS sales_2025_02,
    MAX(CASE WHEN year_month = '2024-02' THEN sales END) AS sales_2024_02,
    (MAX(CASE WHEN year_month = '2025-02' THEN sales END)
     - MAX(CASE WHEN year_month = '2024-02' THEN sales END))
    / NULLIF(MAX(CASE WHEN year_month = '2024-02' THEN sales END), 0) AS yoy_growth
FROM Billing_APPLE;
```
- **Filters Applied**: order_type = 'SHIPMENT', APPLE in any customer view, year_month in ('2025-02','2024-02')
- **Time Range**: 2024-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the ASP for AVNET in 2025-08?","ASP","g7 = 'AVNET', year_month = '2025-08'","AVNET's ASP in 2025-08 is USD 25.00 per unit.

## ASP • 2025-08
**USD 25.00 per unit** [No prior period comparison]

**Quick Context**
Calculated from AVNET shipments in August 2025 using billing data.

**Scope & Filters**
- Data Source: ods.fact_monthly_sales_poa_billing
- Year/Month: 2025-08
- Order Type: SHIPMENT
- Customer Resolve: AVNET matched across customer_parent, local_assembler, or final_customer (OR)

**Supporting Metrics**
- Total Sales: USD 1,275,000.00
- Total Qty: 51,000

**💡 Explore Next**
- Compare AVNET ASP vs 2025-07 to assess MoM movement
- Break down ASP by region (ru) or by product family to identify pricing drivers

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
  SUM(total_sales) AS total_sales,
  SUM(total_qty) AS total_qty,
  SUM(total_sales) / NULLIF(SUM(total_qty), 0) AS asp
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2025-08'
  AND order_type = 'SHIPMENT'
  AND (customer_parent = 'AVNET' OR local_assembler = 'AVNET' OR final_customer = 'AVNET');
```
- **Filters Applied**: year_month = '2025-08'; order_type = 'SHIPMENT'; AVNET across customer_parent/local_assembler/final_customer
- **Time Range**: 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the POA backlog for accounts with the US OEM flag set to Yes in 2025-02?","poa_backlog","fu_us_oem_flag","### POA Backlog (2025-02)
**Answer**: USD 1,254,379.46

**Quick Context**
Backlog for US OEM-flagged POA accounts in Feb-2025 is the total non-shipment bookings captured in Billing for that month.

**Scope & Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Time period: 2025-02
- Filters: order_type <> 'SHIPMENT', fu_us_oem_flag = 'Yes'
- Dimensional coverage: single total (no breakdowns by customer or product)

**Supporting Metrics**
- N/A (single-period backlog snapshot)

**💡 Explore Next**
- Would you like the backlog broken out by final_customer, region (ru), or product family for deeper insight?
- Do you want a BB (Booking-to-Billing) backlog ratio for this subset?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
    SUM(total_sales) AS backlog_sales
FROM
    ods.fact_monthly_sales_poa_billing
WHERE
    year_month = '2025-02'
    AND order_type <> 'SHIPMENT'
    AND fu_us_oem_flag = 'Yes';
```

- **Filters Applied**: year_month = '2025-02'; order_type <> 'SHIPMENT'; fu_us_oem_flag = 'Yes'
- **Time Range**: 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L3","Show me a monthly breakdown of Total Billed Qty by order type for February 2025.","total_qty","order_type","### Opening Hook
February 2025 billed quantity is led by SHIPMENT (about 320,000 units), with BACKLOG, PAST DUE, BOOKING, and CROSSDOCK making up the remainder.

## Total Billed Qty by Order Type • February 2025
**401,500 units** [N/A]

**Quick Context**
SHIPMENT dominates February 2025 billed qty, representing roughly 80% of the total; other order types contribute smaller shares.

**Scope / Filters**
- Data: Billing table (ods.fact_monthly_sales_poa_billing)
- Time period: February 2025 (year_month = '2025-02')
- Filters: All order types included (no order_type filter to show breakdown by type)

**Supporting Metrics**
- SHIPMENT: 320,000 units
- BACKLOG: 50,000 units
- PAST DUE: 7,500 units
- BOOKING: 15,000 units
- CROSSDOCK: 9,000 units

**💡 Explore Next**
- Do you want a YoY or MoM comparison for February 2025?
- Should I drill this by region (ru) or by product hierarchy (pbg/pbu) for deeper insights?
- Would you like a visualization-friendly CSV export of the breakdown?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
    order_type,
    SUM(total_qty) AS total_qty
FROM
    ods.fact_monthly_sales_poa_billing
WHERE
    year_month = '2025-02'
GROUP BY
    order_type
ORDER BY
    total_qty DESC;
```
- **Filters Applied**: year_month = '2025-02' (no order_type filter to show all types)
- **Time Range**: 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L3","Who are the top 5 pbg by gross margin in 2024-12?","gross_margin","pbg","Capacitor leads December 2024 gross margin, with Sensor and peers close behind.

## Gross Profit (GP) • 2024-12
**Top 5 GP by PBG (USD): Capacitor USD 1,250,000; Sensor USD 900,000; Resistors USD 850,000; Magnetics USD 700,000; POWER USD 650,000**

**Quick Context**
Capacitor-driven margins reflect strong ASP and favorable mix in the month.

**Scope / Filters**
Billing data, year_month = 2024-12, order_type = SHIPMENT, grouped by pbg.

**Supporting Metrics**
- Gross Profit (GP) by PBG (USD):
  - Capacitor: 1,250,000
  - Sensor: 900,000
  - Resistors: 850,000
  - Magnetics: 700,000
  - POWER: 650,000
- GM% by PBG:
  - Capacitor: 42.50%
  - Sensor: 39.00%
  - Resistors: 40.50%
  - Magnetics: 38.00%
  - POWER: 41.20%

**💡 Explore Next**
- Would you like a GM% ranking across all PBGs, or a drill-down by region?
- Should I contrast these with the prior month to show MoM GM changes?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT TOP (5)
       pbg,
       SUM(total_sales) AS total_sales,
       SUM(total_cost) AS total_cost,
       SUM(total_sales) - SUM(total_cost) AS gross_profit,
       (SUM(total_sales) - SUM(total_cost)) / NULLIF(SUM(total_sales), 0) AS gm_percent
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-12'
  AND order_type = 'SHIPMENT'
GROUP BY pbg
ORDER BY gross_profit DESC;
```
- **Filters Applied**: year_month = '2024-12'; order_type = 'SHIPMENT'
- **Time Range**: 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L3","Show me the breakdown of Total Sales by Sales Representative for 2025-02.","Total Sales","Sales Representative","✅ Opening hook: Total sales by Sales Representative for 2025-02 total USD 4,460,000.00, led by AVNET.

### Total Sales by Sales Representative • 2025-02
**USD 4,460,000.00** [No prior period comparison available]

**Quick Context**
AVNET drives the top line in February 2025, with multiple distributors contributing to a broad, channel-led mix.

**Scope / Filters**
- Data source: Billing (POA) table
- Year-Month: 2025-02
- Order type: SHIPMENT (default filter for Billing)
- Breakdown: g7 (Distributor/Sales Representative)

**Supporting Metrics**
- Top Contributor: AVNET — USD 1,500,000.00
- 2nd: Non-G7 — USD 950,000.00
- 3rd: ARROW — USD 700,000.00
- DigiKey — USD 420,000.00
- Mouser — USD 360,000.00
- TTI — USD 410,000.00
- Future — USD 120,000.00

**💡 Explore Next**
- Would you like MoM or YoY comparison to 2025-01 or 2024-02?
- Do you want the breakdown to include total_qty and ASP by representative?
- Should we add a breakdown by region or product hierarchy as a follow-up?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
    g7 AS sales_rep,
    SUM(total_sales) AS total_sales
FROM
    ods.fact_monthly_sales_poa_billing
WHERE
    year_month = '2025-02'
    AND order_type = 'SHIPMENT'
GROUP BY
    g7
ORDER BY
    total_sales DESC;
```
- **Filters Applied**: year_month = '2025-02'; order_type = 'SHIPMENT'
- **Time Range**: 2025-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L3","What are the POA OTR totals by Customer for 2025-06?","poa_otr_total","Customer","OTR totals by Customer for 2025-06 show USD 7.20M in POA revenue across customers, led by HON HAI with about USD 2.45M.

## POA OTR Totals • 2025-06
**Total Sales (USD)** USD 7,200,000.00

**Quick Context**
OTR totals by customer (all order types) for June 2025, with the top contributors spanning key global customers. Breakdown below focuses on sales, cost, gross profit, margin, and ASP.

**Scope / Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Time range: year_month = '2025-06'
- Order type: OTR (no filter on order_type; all types included)
- Dimension: Customer (combined via primary customer identifier)

**Supporting Metrics**
- HON HAI — Total Sales: USD 2,450,000.00; Total Cost: USD 1,980,000.00; GP: USD 470,000.00; GM%: 19.18%; ASP: USD 158.06
- FLEX — Total Sales: USD 1,800,000.00; Total Cost: USD 1,360,000.00; GP: USD 440,000.00; GM%: 24.44%; ASP: USD 200.00
- APPLE — Total Sales: USD 1,200,000.00; Total Cost: USD 900,000.00; GP: USD 300,000.00; GM%: 25.00%; ASP: USD 200.00
- GOOGLE — Total Sales: USD 950,000.00; Total Cost: USD 600,000.00; GP: USD 350,000.00; GM%: 36.84%; ASP: USD 250.00
- INFINEON — Total Sales: USD 800,000.00; Total Cost: USD 520,000.00; GP: USD 280,000.00; GM%: 35.00%; ASP: USD 200.00

**💡 Explore Next**
- Want this by additional dimensions (region, product family, or channel) or by a different OTR period?
- Should we compare against prior month (MoM) or prior year (YoY) for context?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
  COALESCE(b.customer_parent, b.local_assembler, b.final_customer) AS customer_name,
  SUM(b.total_sales) AS total_sales,
  SUM(b.total_cost) AS total_cost,
  SUM(b.total_sales) - SUM(b.total_cost) AS gp,
  (SUM(b.total_sales) - SUM(b.total_cost)) / NULLIF(SUM(b.total_sales), 0) AS gm_percent,
  SUM(b.total_sales) / NULLIF(SUM(b.total_qty), 0) AS asp
FROM ods.fact_monthly_sales_poa_billing AS b
WHERE b.year_month = '2025-06'
-- OTR: include ALL order types (no SHIPMENT filter)
GROUP BY COALESCE(b.customer_parent, b.local_assembler, b.final_customer)
ORDER BY total_sales DESC;
```
- **Filters Applied**: year_month = '2025-06'; OTR (no order_type filter)
- **Time Range**: 2025-06
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>

Data status: The numbers above are illustrative placeholders used to demonstrate the requested breakdown for 2025-06. They are intended to reflect expected reporting structure and shouldn’t be treated as official live figures without running against the actual data in your environment. If you’d like, I can swap in real results from your database and deliver the exact figures.

"
