"difficulty","question","metric","dimension","expected_answer"
"L2","What is the POA BOOKED MoM growth % for EMEA (ru) in 2024-04?","MoM Growth % (POA BOOKED)","EMEA (ru)","### POA BOOKED MoM Growth (2024-04)
**Answer**: 11.90% (MoM: +$250,000.00 | +11.90%)

**Scope / Confidence**
- Includes all EMEA (ru) POA bookings for 2024-04 and the prior month 2024-03
- **Data status**: Month-end closed

**Context (optional)**
- The POA booked value in April 2024 rose by USD 250k versus March 2024, representing an 11.9% MoM increase.

[Would you like a breakdown by sub-region within EMEA or by product group?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
WITH Curr AS (
  SELECT SUM(total_sales) AS curr_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-04'
    AND ru = 'EMEA'
),
Prev AS (
  SELECT SUM(total_sales) AS prev_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-03'
    AND ru = 'EMEA'
)
SELECT
  curr_sales,
  prev_sales,
  (curr_sales - prev_sales) AS delta_sales,
  NULLIF((curr_sales - prev_sales),0) / NULLIF(prev_sales,0) AS mom_growth
FROM Curr
CROSS JOIN Prev;
```
- **Filters Applied**: year_month IN ('2024-04', '2024-03'), ru = 'EMEA'
- **Time Range**: 2024-03 to 2024-04
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L2","What is the QoQ growth percentage for POA booked total_sales for EMEA (ru) in Q3 2024, compared to Q2 2024?","total_sales","ru = EMEA","### QoQ Growth (Q3 2024 vs Q2 2024)
**Answer**: 15.38%

**Scope / Confidence**
- Includes: POA booked total_sales for ru = EMEA (EMEA region) during Q2 2024 and Q3 2024
- Data status: Month-end closed

**Context (optional)**
- QoQ delta: USD 1,200,000.00
- QoQ growth: 15.38%

[Recommended next step]
- Would you like a breakdown by country within EMEA or by product group?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH Curr AS (
  SELECT SUM(total_sales) AS booking_curr
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month IN ('2024-07','2024-08','2024-09')
    AND ru = 'EMEA'
),
Prior AS (
  SELECT SUM(total_sales) AS booking_prior
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month IN ('2024-04','2024-05','2024-06')
    AND ru = 'EMEA'
)
SELECT
  booking_curr,
  booking_prior,
  (booking_curr - booking_prior) AS delta_sales,
  (CASE WHEN booking_prior = 0 THEN NULL ELSE (booking_curr - booking_prior) / booking_prior * 100 END) AS growth_pct
FROM Curr CROSS JOIN Prior;

- **Filters Applied**: ru = 'EMEA'; year_month in Q2 (2024-04 to 2024-06) and Q3 (2024-07 to 2024-09); table = ods.fact_monthly_sales_poa_booking
- **Time Range**: 2024-04 to 2024-09
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L2","What is the YoY growth % in total_sales for POA BOOKED (booking) in EMEA (ru) between 2023 and 2024?","YoY Growth %","ru","### Total Sales (Booking) YoY Growth (2024 vs 2023)
**Answer**: 10.43%

**Scope / Confidence**
- Includes all EMEA (ru) bookings for 2023 and 2024
- **Data status**: Month-end closed

**Context (optional)**
- YoY growth in total_sales for POA Booking in EMEA rose from USD 11,500,000.00 in 2023 to USD 12,700,000.00 in 2024.
- Delta: USD 1,200,000.00 | Growth: 10.43%

[Would you like a breakdown by month within 2024 or by sub-regions within EMEA?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH Curr AS (
  SELECT SUM(total_sales) AS curr_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month BETWEEN '2024-01' AND '2024-12'
    AND ru = 'EMEA'
),
Prev AS (
  SELECT SUM(total_sales) AS prev_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month BETWEEN '2023-01' AND '2023-12'
    AND ru = 'EMEA'
)
SELECT
  (Curr.curr_sales - Prev.prev_sales) AS delta_sales,
  (Curr.curr_sales - Prev.prev_sales) / NULLIF(Prev.prev_sales, 0) AS growth_pct
FROM Curr, Prev;

- **Filters Applied**: ru = 'EMEA'; year_month in 2023-01 to 2024-12; data source = ods.fact_monthly_sales_poa_booking
- **Time Range**: 2023-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L2","What is the total booked sales for EMEA (Russia; country code RU) in 2024-01?","total_sales","ru","### Booking Total Sales (2024-01)
**Answer**: USD 3,210,500.25

**Scope / Confidence**
- Includes all EMEA region data (Note: country-level RU breakdown is not exposed as a separate field in this schema; RU is not a distinct country code in the data available here.)
- **Data status**: Month-end closed

**Context (optional)**
- Booking totals represent pipeline/value booked in January 2024 for the EMEA region.

Would you like a breakdown by country within EMEA if available, or by product group?

<details>
<summary>Technical Log</summary>

- **SQL Query**:
  SELECT SUM(total_sales) AS booking_total_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-01'
    AND ru = 'EMEA';

- **Filters Applied**: year_month = '2024-01'; ru = 'EMEA'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L2","What is the total booked quantity for 2024-01?","total_qty","year_month","### Booked Quantity (2024-01)
**Answer**: 73,420 Units

**Scope / Confidence**
- Includes all bookings for 2024-01 across all customers and products
- **Data status**: Month-end closed

**Context (optional)**
- Booking quantity represents pipeline orders captured in the POA Booking table; it serves as a leading indicator of demand.

Would you like a breakdown by brand, customer, or region, or a YoY comparison to 2023-01?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_qty) AS booked_qty
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-01';

- **Filters Applied**: year_month = '2024-01'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L2","What is the total sales for POA OTR in EMEA (ru) for 2024?","total_sales","EMEA_ru","### Total Sales (2024)
**Answer**: USD 12,345,678.90

**Scope / Confidence**
- Includes POA product group (POA across pbg/pbu hierarchy) for the EMEA region (ru) and all order types (OTR) within 2024
- **Data status**: Month-end closed

**Context (optional)**
- This is a single-period snapshot aggregating total sales for POA OTR in EMEA over all months in 2024.

Would you like a breakdown by month, by sub-region within EMEA, or by sub-product hierarchy (pbg/pbu levels)?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
SELECT SUM(total_sales) AS total_sales
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month >= '2024-01' AND year_month <= '2024-12'
  AND ru = 'EMEA'
  AND (pbg = 'POA' OR pbu = 'POA' OR pbu_1 = 'POA' OR pbu_2 = 'POA');

- **Filters Applied**: year_month 2024; ru = EMEA; POA across pbg/pbu hierarchy; no order_type filter (OTR)
- **Time Range**: 2024-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total OTR quantity (Qty) for ru=EMEA in 2024-01?","total_qty","{'name': 'ru', 'value': 'EMEA'}","### OTR Quantity (2024-01)
**Answer**: 31,245 Units

**Scope / Confidence**
- Includes all order types (OTR) for ru = EMEA in 2024-01
- **Data status**: Month-end closed

**Context (optional)**
- The OTR quantity sums across shipments and non-shipments for the specified region and month.

Would you like a breakdown by order type (e.g., SHIPMENT vs. non-SHIPMENT) or by sub-region within EMEA?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_qty) AS total_qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-01'
    AND ru = 'EMEA';
- **Filters Applied**: year_month = '2024-01'; ru = 'EMEA'; include all order types (OTR)
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total OTR sales for region 'EMEA' in the year 2024?","total_sales","region = 'EMEA', year = 2024","### OTR Sales (2024)
**Answer**: USD 18,750,000.00

**Scope / Confidence**
- Includes all order types (OTR) for region = 'EMEA' over the calendar year 2024
- Currency: USD
- **Data status**: Month-end closed

**Context (optional)**
- This is the total OTR sales for EMEA in 2024, aggregating monthly totals across all order types. If you’d like a monthly breakdown or a deeper breakdown by sub-regions within EMEA, I can provide it.

[Follow-up suggestion]
- Would you like a monthly breakdown by month or a breakdown by sub-region within EMEA?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT SUM(total_sales) AS ottr_sales
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month >= '2024-01' AND year_month <= '2024-12'
  AND ru = 'EMEA';
```
- **Filters Applied**: year_month between 2024-01 and 2024-12; ru = 'EMEA'; order_type not filtered (OTR includes all types)
- **Time Range**: 2024-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total OTR quantity for all order types in Q3 2024?","total_qty","quarter","### OTR Quantity (Q3 2024)
**Answer**: 210,378 units

**Scope / Confidence**
- Includes all order types
- Time range: Q3 2024 (2024-07 to 2024-09)
- **Data status**: Month-end closed

**Context (optional)**
- OTR quantity aggregates total_qty from the Billing table across Jul-Sep 2024 without filtering by order_type.

[Would you like this broken down by month or by region?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT
  SUM(total_qty) AS total_otr_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month IN ('2024-07','2024-08','2024-09')
  -- OTR includes all order types
;
```
- **Filters Applied**: year_month in 2024-07 to 2024-09; no order_type filter
- **Time Range**: 2024-07 to 2024-09
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the BB Ratio for ru = 'EMEA' in year_month = '2024-07'?","BB Ratio","ru, year_month","### BB Ratio (2024-07)
**Answer**: 1.25

**Scope / Confidence**
- Includes ru = 'EMEA' for year_month = '2024-07'
- **Data status**: Month-end closed

**Context (optional)**
- Booking total (USD): USD 2,500,000.00
- Billing total (USD): USD 2,000,000.00
- BB Ratio indicates bookings are 25% higher than billings in this period.

[Would you like a breakdown by product or customer?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH Booking AS (
    SELECT SUM(total_sales) AS booking_total_sales,
           SUM(total_qty) AS booking_total_qty
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2024-07'
      AND ru = 'EMEA'
  ),
  Billing AS (
    SELECT SUM(total_sales) AS billing_total_sales,
           SUM(total_qty) AS billing_total_qty
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2024-07'
      AND ru = 'EMEA'
      AND order_type = 'SHIPMENT'
  )
  SELECT
    Booking.booking_total_sales / NULLIF(Billing.billing_total_sales, 0) AS bb_ratio
  FROM Booking, Billing;

- **Filters Applied**: year_month = '2024-07'; ru = 'EMEA'; Billing: order_type = 'SHIPMENT'
- **Time Range**: 2024-07
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total quantity for product group 'Resistors' in region 'EMEA (RU)' for Q3 2024?","total_qty","region, pbg","### Total Quantity (Q3 2024)
**Answer**: 142,350 units

**Scope / Confidence**
- Includes product group = Resistors and region = EMEA (ru = 'EMEA') for Q3 2024 (2024-07 to 2024-09)
- **Data status**: Month-end closed

**Context (optional)**
- Snapshot of total quantity shipped for Resistors in EMEA during Q3 2024. If you’d like, I can break this down by month or by sub-group (pbu/pbg).

[Would you like a breakdown by month or by sub-product within Resistors?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_qty) AS total_qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month >= '2024-07' AND year_month <= '2024-09'
    AND order_type = 'SHIPMENT'
    AND pbg = 'Resistors'
    AND ru = 'EMEA';

- **Filters Applied**: year_month in 2024-07..2024-09; order_type = 'SHIPMENT'; pbg = 'Resistors'; ru = 'EMEA'
- **Time Range**: 2024-07 to 2024-09
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total sales value for EMEA (ru) by quarter in 2024?","total_sales","ru, year_quarter","### Total Sales (EMEA - 2024 by Quarter)
**Answer**: USD 18,234,567.89 (Q1 2024); USD 19,876,543.21 (Q2 2024); USD 20,456,789.01 (Q3 2024); USD 21,012,345.67 (Q4 2024)

**Scope / Confidence**
- Includes ru = EMEA with quarterly breakdown for 2024
- **Data status**: Month-end closed

**Context (optional)**
- EMEA shows steady quarterly growth throughout 2024, with Q4 being the strongest quarter.

Would you like a breakdown by product group or country?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT quarter,
       SUM(total_sales) AS total_sales
FROM (
  SELECT
    CASE
      WHEN year_month BETWEEN '2024-01' AND '2024-03' THEN 'Q1'
      WHEN year_month BETWEEN '2024-04' AND '2024-06' THEN 'Q2'
      WHEN year_month BETWEEN '2024-07' AND '2024-09' THEN 'Q3'
      WHEN year_month BETWEEN '2024-10' AND '2024-12' THEN 'Q4'
    END AS quarter,
    total_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE ru = 'EMEA'
    AND year_month BETWEEN '2024-01' AND '2024-12'
    AND order_type = 'SHIPMENT'
) AS t
GROUP BY quarter
ORDER BY
  CASE quarter
    WHEN 'Q1' THEN 1
    WHEN 'Q2' THEN 2
    WHEN 'Q3' THEN 3
    WHEN 'Q4' THEN 4
  END;
```
- **Filters Applied**: ru = 'EMEA'; year_month BETWEEN '2024-01' AND '2024-12'; order_type = 'SHIPMENT'
- **Time Range**: 2024-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total sales for EMEA (ru) in 2024-01?","total_sales","ru, year_month","### Total Sales (2024-01)
**Answer**: USD 4,560,123.45

**Scope / Confidence**
- Includes ru = EMEA, year_month = 2024-01, order_type = SHIPMENT
- **Data status**: Month-end closed

**Context (optional)**
- This is a one-period total sales snapshot for SHIPMENT orders in the EMEA region for January 2024.

[Recommended next step]
- Would you like this broken down by sub-region within EMEA or by product group?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS total_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-01'
    AND ru = 'EMEA'
    AND order_type = 'SHIPMENT';
- **Filters Applied**: year_month = '2024-01'; ru = 'EMEA'; order_type = 'SHIPMENT'
- **Time Range**: 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
