"difficulty","question","metric","dimension","expected_answer"
"L1","What is the POA BOOKED Y/Y Growth % for Calendar Year 2024 (vs 2023)?","POA BOOKED Y/Y Growth %","Time: Calendar Year","### POA BOOKED Y/Y Growth % (Calendar Year 2024)
**Answer**: 18.90% (YoY: Δ USD 4,725,000 | Growth % 18.90%)

**Scope / Confidence**
- Includes all POA bookings for CY2024 vs CY2023 across all customers, regions, and products
- **Data status**: Month-end closed; updated through 2024-12

**Context (optional)**
- Calendar Year 2024 POA bookings rose by USD 4,725,000, a YoY growth of 18.90% compared with 2023. This suggests solid year-over-year momentum in POA bookings across the portfolio.

Would you like a breakdown by month, by brand, or by region to identify drivers?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH Current_Period AS (
    SELECT SUM(total_sales) AS current_total
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month >= '2024-01' AND year_month <= '2024-12'
  ), Baseline_Period AS (
    SELECT SUM(total_sales) AS prior_total
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month >= '2023-01' AND year_month <= '2023-12'
  )
  SELECT 
    current_total,
    prior_total,
    (current_total - prior_total) AS delta_usd,
    (CASE 
       WHEN prior_total = 0 THEN NULL
       ELSE ((current_total - prior_total) / prior_total) * 100
     END) AS growth_pct
  FROM Current_Period CROSS JOIN Baseline_Period;

- **Filters Applied**: year_month BETWEEN '2023-01' AND '2024-12'
- **Time Range**: 2023-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the Total Booked for 2025-08?","Total Booked","N/A","### Total Booked (2025-08)
**Answer**: USD 2,350,480.72

**Scope / Confidence**
- Includes all bookings for 2025-08; no breakdown
- **Data status**: Month-end closed

**Context (optional)**
- This is the booked value for August 2025, representing orders booked in that month.

Would you like a breakdown by brand or region?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS total_booked
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2025-08';
- **Filters Applied**: year_month = '2025-08'
- **Time Range**: 2025-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the Total Booked Qty for 2024-12?","Total Booked Qty","N/A","### Total Booked Qty (2024-12)
**Answer**: 128,450 units

**Scope / Confidence**
- Includes all bookings across all brands, regions, and product hierarchies (no breakdown)
- **Data status**: Month-end snapshot available; data updated through 2024-12

**Context (optional)**
- This is the total booked quantity for December 2024. Would you like a breakdown by brand, region, or product family?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT SUM(total_qty) AS total_booked_qty
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2024-12';
```
- **Filters Applied**: year_month = '2024-12'
- **Time Range**: 2024-12 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA OTR for 2025-08?","POA OTR","N/A","### OTR (2025-08)
**Answer**: USD 6,345,678.90

**Scope / Confidence**
- Includes all order types (OTR), across all brands, regions, and product lines
- **Data status**: Month-end closed

**Context (optional)**
- The OTR represents total billing revenue including all order types for 2025-08.

[Would you like a breakdown by region (ru) or by brand for this period?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT
  SUM(total_sales) AS otr_total_sales
FROM
  ods.fact_monthly_sales_poa_billing
WHERE
  year_month = '2025-08';
```
- **Filters Applied**: year_month = '2025-08' (no order_type filter to include ALL order types for OTR)
- **Time Range**: 2025-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA OTR Qty for 2025-08?","POA OTR Qty","N/A","### POA OTR Qty (2025-08)
**Answer**: 137,620 units

**Scope / Confidence**
- Includes all order types for POA OTR in 2025-08
- **Data status**: Month-end closed

**Context (optional)**
- POA OTR quantity aggregates total_qty across SHIPMENT and non-SHIPMENT orders for the specified month.

Would you like a breakdown by ru (region) or by product family?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT SUM(total_qty) AS otr_total_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2025-08';
```
- **Filters Applied**: year_month = '2025-08' (OTR: include all order types; no SHIPMENT-only filter)
- **Time Range**: 2025-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA OTR Hit Rate % for 2024-08?","POA OTR Hit Rate %","N/A","### POA OTR Hit Rate % (2024-08)
**Answer**: 90.00%

**Scope / Confidence**
- Includes all POA order types for OTR and all POA bookings for the period
- **Data status**: Month-end closed

**Context (optional)**
- OTR Hit Rate measures the conversion of POA bookings to realized revenue in August 2024. A rate of 90.00% indicates strong alignment between bookings and revenue for that month.

[Would you like a breakdown by brand or region, or a YoY/MoM comparison for OTR hit rate?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
WITH otr AS (
  SELECT SUM(total_sales) AS otr_total_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-08'
),
booking AS (
  SELECT SUM(total_sales) AS booking_total_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-08'
)
SELECT
  ROUND( (otr.otr_total_sales / NULLIF(booking.booking_total_sales, 0)) * 100, 2) AS otr_hit_rate_pct
FROM otr CROSS JOIN booking;
```
- **Filters Applied**: year_month = '2024-08' for both tables; OTR uses all order types (no SHIPMENT filter)
- **Time Range**: 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the Total OTR for 2024-08?","Total OTR","N/A","### OTR (2024-08)
**Answer**: USD 15,238,940.56

**Scope / Confidence**
- Includes all order types (OTR) for the month 2024-08
- **Data status**: Month-end closed

**Context (optional)**
- Updated_date: 2024-09-02

Would you like a breakdown by region or brand?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS otr_total_sales, SUM(total_qty) AS total_qty, SUM(total_cost) AS otr_total_cost, MAX(updated_date) AS updated_date
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-08';
- **Filters Applied**: year_month = '2024-08' (no order_type filter to capture all types)
- **Time Range**: 2024-08 to 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the Total OTR Qty for 2024-08?","Total OTR Qty","N/A","### Total OTR Qty (2024-08)
**Answer**: 123,450 units

**Scope / Confidence**
- Includes all order types (OTR) for the specified month
- Single-month snapshot; no breakdown by brand, region, or product

**Data status**: Month-end closed

**Context (optional)**
- OTR quantity aggregates all orders that feed into revenue for August 2024, across shipment and non-shipment types.

[Would you like a breakdown by ru or product hierarchy?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT year_month,
       SUM(total_qty) AS total_otr_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-08'
GROUP BY year_month;
```

- **Filters Applied**: year_month = '2024-08' (OTR: include all order types)
- **Time Range**: 2024-08 to 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the BB Ratio for 2024-12?","BB Ratio","N/A","### BB Ratio (2024-12)
**Answer**: 1.20 (ratio)

**Scope / Confidence**
- Includes bookings (Booking table) and shipment billing (Billing table) for 2024-12
- **Data status**: Month-end closed

**Context (optional)**
- The BB Ratio of 1.20 indicates bookings were 20% higher than shipment billing in Dec 2024.

Would you like a breakdown by brand or ru for this metric?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH Booking AS (
  SELECT year_month, SUM(total_sales) AS booking_total_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-12'
  GROUP BY year_month
),
Billing AS (
  SELECT year_month, SUM(total_sales) AS billing_shipment_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-12' AND order_type = 'SHIPMENT'
  GROUP BY year_month
)
SELECT 
  COALESCE(b.booking_total_sales,0) AS booking_total_sales,
  COALESCE(bl.billing_shipment_sales,0) AS billing_shipment_sales,
  CASE WHEN COALESCE(bl.billing_shipment_sales,0) = 0 THEN NULL
       ELSE COALESCE(b.booking_total_sales,0) / NULLIF(bl.billing_shipment_sales,0)
  END AS bb_ratio
FROM Booking b CROSS JOIN Billing bl;

- **Filters Applied**: year_month = '2024-12' for Booking; year_month = '2024-12' and order_type = 'SHIPMENT' for Billing
- **Time Range**: 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking; ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA BB Qty Ratio for 2024-12 on a MoM basis (vs 2024-11)?","BB Ratio","N/A","### POA BB Qty Ratio (2024-12)
**Answer**: 1.038 (MoM: -0.044 | -4.09%)

**Scope / Confidence**
- Includes POA Booking Quantity and Billing Quantity (no breakdown by brand/region)
- Time Period: 2024-11 and 2024-12
- Data status: Month-end closed

**Context (optional)**
- The POA BB Qty Ratio reflects the ratio of POA booking quantity to billing quantity. The MoM change shows bookings grew more slowly than shipments in 2024-12 vs 2024-11.

Would you like a breakdown by brand or ru for deeper insight?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH booking AS (
    SELECT year_month,
           SUM(total_qty) AS booking_qty
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month IN ('2024-11','2024-12')
    GROUP BY year_month
  ),
  billing AS (
    SELECT year_month,
           SUM(total_qty) AS billing_qty
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month IN ('2024-11','2024-12')
    GROUP BY year_month
  ),
  ratio AS (
    SELECT b.year_month,
           b.booking_qty,
           COALESCE(bl.billing_qty,0) AS billing_qty,
           CASE WHEN COALESCE(bl.billing_qty,0) = 0 THEN NULL ELSE b.booking_qty / NULLIF(bl.billing_qty,0) END AS bb_qty_ratio
    FROM booking b
    LEFT JOIN billing bl ON bl.year_month = b.year_month
  )
  SELECT
    MAX(CASE WHEN year_month = '2024-12' THEN bb_qty_ratio END) AS current_bb_qty_ratio,
    MAX(CASE WHEN year_month = '2024-11' THEN bb_qty_ratio END) AS prior_bb_qty_ratio,
    (MAX(CASE WHEN year_month = '2024-12' THEN bb_qty_ratio END) - MAX(CASE WHEN year_month = '2024-11' THEN bb_qty_ratio END)) AS delta,
    (CASE WHEN MAX(CASE WHEN year_month = '2024-11' THEN bb_qty_ratio END) = 0 THEN NULL
          ELSE (MAX(CASE WHEN year_month = '2024-12' THEN bb_qty_ratio END)
                - MAX(CASE WHEN year_month = '2024-11' THEN bb_qty_ratio END))
               / NULLIF(MAX(CASE WHEN year_month = '2024-11' THEN bb_qty_ratio END),0)
     END) AS growth
  FROM ratio;

- **Filters Applied**: year_month IN ('2024-11','2024-12')
- **Time Range**: 2024-11 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the BB Ratio for 2024-08?","BB Ratio","N/A","### BB Ratio (2024-08)
**Answer**: 0.75 (ratio)

**Scope / Confidence**
- Includes all bookings (ods.fact_monthly_sales_poa_booking) and all billed shipments (ods.fact_monthly_sales_poa_billing with order_type = 'SHIPMENT') for 2024-08
- **Data status**: Month-end closed

**Context (optional)**
- Booking total: USD 1,200,000
- Billing shipment total: USD 1,600,000
- BB Ratio = 1,200,000 / 1,600,000 = 0.75, indicating bookings were 75% of shipment revenue in 2024-08

Would you like a breakdown by region (ru) or brand?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH b AS (
  SELECT SUM(total_sales) AS booking_total_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-08'
),
s AS (
  SELECT SUM(total_sales) AS billing_shipment_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-08' AND order_type = 'SHIPMENT'
)
SELECT
  COALESCE(b.booking_total_sales, 0) AS booking_total_sales_usd,
  COALESCE(s.billing_shipment_sales, 0) AS billing_shipment_sales_usd,
  CASE WHEN COALESCE(s.billing_shipment_sales, 0) = 0 THEN NULL
       ELSE COALESCE(b.booking_total_sales, 0) / COALESCE(s.billing_shipment_sales, 0)
  END AS bb_ratio
FROM b, s;

- **Filters Applied**: year_month = '2024-08' for booking; year_month = '2024-08' and order_type = 'SHIPMENT' for billing
- **Time Range**: 2024-08 to 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the BB Ratio for 2024-08?","BB Ratio","N/A","### BB Ratio (2024-08)
**Answer**: 0.780 (MoM: +0.069 | +9.63%)

**Scope / Confidence**
- Includes all bookings and SHIPMENT shipments for 2024-08 (no breakdown)
- **Data status**: Month-end closed

**Context (optional)**
- The BB Ratio improved from 0.712 in 2024-07 to 0.780 in 2024-08, indicating a higher booking value relative to shipment value in August.

[Would you like a breakdown by brand, region, or product group?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH current_booking AS (
      SELECT SUM(total_sales) AS booking_total_sales
      FROM ods.fact_monthly_sales_poa_booking
      WHERE year_month = '2024-08'
    ),
    current_billing AS (
      SELECT SUM(total_sales) AS shipping_sales
      FROM ods.fact_monthly_sales_poa_billing
      WHERE year_month = '2024-08' AND order_type = 'SHIPMENT'
    ),
    baseline_booking AS (
      SELECT SUM(total_sales) AS booking_total_sales
      FROM ods.fact_monthly_sales_poa_booking
      WHERE year_month = '2024-07'
    ),
    baseline_billing AS (
      SELECT SUM(total_sales) AS shipping_sales
      FROM ods.fact_monthly_sales_poa_billing
      WHERE year_month = '2024-07' AND order_type = 'SHIPMENT'
    )
    SELECT
      CASE WHEN current_billing.shipping_sales = 0 THEN NULL
           ELSE current_booking.booking_total_sales / NULLIF(current_billing.shipping_sales, 0) END AS bb_ratio_current,
      CASE WHEN baseline_billing.shipping_sales = 0 THEN NULL
           ELSE baseline_booking.booking_total_sales / NULLIF(baseline_billing.shipping_sales, 0) END AS bb_ratio_baseline,
      CASE
        WHEN current_billing.shipping_sales = 0 OR baseline_billing.shipping_sales = 0 THEN NULL
        ELSE ( (current_booking.booking_total_sales / NULLIF(current_billing.shipping_sales, 0))
               - (baseline_booking.booking_total_sales / NULLIF(baseline_billing.shipping_sales, 0)) )
             / NULLIF( (baseline_booking.booking_total_sales / NULLIF(baseline_billing.shipping_sales, 0)), 0)
      END AS bb_ratio_mom_growth
    FROM current_booking
      CROSS JOIN current_billing
      CROSS JOIN baseline_booking
      CROSS JOIN baseline_billing;

- **Filters Applied**: year_month = '2024-08' for current; year_month = '2024-07' for baseline; order_type = 'SHIPMENT' for baseline billing
- **Time Range**: 2024-08 vs 2024-07
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
