"difficulty","question","metric","dimension","expected_answer"
"L1","What is the POA Q/Q Growth % for Q2 2024?","POA Q/Q Growth %","N/A","### POA QoQ Growth % (Q2 2024)
**Answer**: 32.00%

**Scope / Confidence**
- Includes all POA Billing SHIPMENT records; no breakdown by dimension unless requested
- **Data status**: Month-end closed

**Context (optional)**
- QoQ growth from Q1 2024 to Q2 2024: Delta USD 800,000; Growth 32.0%
  - Prior (Q1 2024): USD 2,500,000
  - Current (Q2 2024): USD 3,300,000

[Would you like a breakdown by region or product group to understand drivers?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH current AS (
      SELECT SUM(total_sales) AS current_sales
      FROM ods.fact_monthly_sales_poa_billing
      WHERE year_month IN ('2024-04','2024-05','2024-06')
        AND order_type = 'SHIPMENT'
  ),
  prior AS (
      SELECT SUM(total_sales) AS prior_sales
      FROM ods.fact_monthly_sales_poa_billing
      WHERE year_month IN ('2024-01','2024-02','2024-03')
        AND order_type = 'SHIPMENT'
  )
  SELECT
      current_sales,
      prior_sales,
      (current_sales - prior_sales) AS delta_usd,
      CASE WHEN prior_sales = 0 THEN NULL ELSE ((current_sales - prior_sales) / prior_sales) * 100 END AS growth_pct
  FROM current CROSS JOIN prior;

- **Filters Applied**: year_month IN ('2024-04','2024-05','2024-06') for current; year_month IN ('2024-01','2024-02','2024-03') for prior; order_type = 'SHIPMENT'
- **Time Range**: 2024-01 to 2024-06
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA BOOKED Y/Y Growth % for Calendar Year 2024 (vs 2023)?","POA BOOKED Y/Y Growth %","Time: Calendar Year","### POA BOOKED YoY Growth (Calendar Year 2024 vs 2023)
**Answer**: 20.23%

**Scope / Confidence**
- Includes all POA bookings for the calendar years 2023 and 2024 (single total, no breakdown by region/customer/product).
- **Data status**: Month-end closed

**Context (optional)**
- Calendar Year 2024 POA Booked total ≈ USD 15,450,000 vs 2023 ≈ USD 12,850,000, Delta ≈ USD 2,600,000, YoY Growth ≈ 20.23%.

[Recommended next step]
- Would you like a breakdown by region, customer, or product group?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
WITH Curr AS (
  SELECT SUM(total_sales) AS curr_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month >= '2024-01' AND year_month <= '2024-12'
),
Prev AS (
  SELECT SUM(total_sales) AS prev_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month >= '2023-01' AND year_month <= '2023-12'
)
SELECT
  COALESCE(c.curr_sales,0) AS curr_sales,
  COALESCE(p.prev_sales,0) AS prev_sales,
  COALESCE(c.curr_sales,0) - COALESCE(p.prev_sales,0) AS delta_sales,
  (COALESCE(c.curr_sales,0) - COALESCE(p.prev_sales,0)) / NULLIF(COALESCE(p.prev_sales,0),0) AS yoy_growth
FROM Curr c CROSS JOIN Prev p;
```
- **Filters Applied**: year_month between 2024-01 and 2024-12; comparing to 2023-01 to 2023-12
- **Time Range**: 2023-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the Total Booked for 2025-08?","Total Booked","N/A","### Total Booked (2025-08)
**Answer**: USD 5,624,309.40

**Scope / Confidence**
- Includes all bookings for 2025-08 across all customers and products
- **Data status**: Month-end closed

**Context (optional)**
- This represents the total Booking value captured in August 2025. If you want to compare against Billing or view trends, I can compute BB ratio or MoM/QoQ/YoY changes.

[Would you like a breakdown by region or product group, or a YoY comparison to 2024-08?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS total_booked
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2025-08';
- **Filters Applied**: year_month = '2025-08'
- **Time Range**: 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the Total Booked Qty for 2024-12?","Total Booked Qty","N/A","### Total Booked Qty (2024-12)
**Answer**: 58,327 Units

**Scope / Confidence**
- Includes all booking records for 2024-12
- **Data status**: Month-end closed

**Context (optional)**
- Booking quantity reflects received pipeline demand for December 2024. Would you like this broken down by brand or region?

[Follow-up suggestion]
Would you like a breakdown by brand or region?

<details>
<summary>Technical Log</summary>

- **SQL Query**:
```
SELECT SUM(total_qty) AS total_booked_qty
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2024-12';
```

- **Filters Applied**: year_month = '2024-12'
- **Time Range**: 2024-12 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA OTR for 2025-08?","POA OTR","N/A","### OTR (2025-08)
**Answer**: USD 3,989,452.10

**Scope / Confidence**
- Includes all order types (OTR); no per-item breakdown.
- **Data status**: Month-end closed

**Context (optional)**
- OTR aggregates Billing across Shipment and Non-Shipment in 2025-08.

[Would you like a breakdown by region or by product group?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS otor_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2025-08';
- **Filters Applied**: year_month = '2025-08' (no order_type filter to include all types)
- **Time Range**: 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA OTR Qty for 2025-08?","POA OTR Qty","N/A","### POA OTR Qty (2025-08)
**Answer**: 62,450 units

**Scope / Confidence**
- Includes all order types (OTR) for 2025-08
- **Data status**: Month-end closed

**Context (optional)**
- MoM delta: 6,250 units (11.11%)
- QoQ delta: 8,150 units (15.01%)
- YoY delta: 13,750 units (28.22%)
- Baselines used: prior month 2025-07 = 56,200; prior quarter (2025-04 to 2025-06) = 54,300; YoY month 2024-08 = 48,700

[Would you like this broken down by region or customer segment?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
WITH current AS (
  SELECT SUM(total_qty) AS qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2025-08'
),
prior_month AS (
  SELECT SUM(total_qty) AS qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2025-07'
),
prior_quarter AS (
  SELECT SUM(total_qty) AS qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month IN ('2025-04','2025-05','2025-06')
),
yoy AS (
  SELECT SUM(total_qty) AS qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-08'
)
SELECT
  current.qty AS current_qty,
  prior_month.qty AS prior_month_qty,
  prior_quarter.qty AS prior_quarter_qty,
  yoy.qty AS yoy_qty,
  (current.qty - prior_month.qty) AS mom_delta_qty,
  CASE WHEN prior_month.qty = 0 THEN NULL ELSE (current.qty - prior_month.qty) / NULLIF(prior_month.qty, 0) END AS mom_growth,
  (current.qty - prior_quarter.qty) AS qoq_delta_qty,
  CASE WHEN prior_quarter.qty = 0 THEN NULL ELSE (current.qty - prior_quarter.qty) / NULLIF(prior_quarter.qty, 0) END AS qoq_growth,
  (current.qty - yoy.qty) AS yoy_delta_qty,
  CASE WHEN yoy.qty = 0 THEN NULL ELSE (current.qty - yoy.qty) / NULLIF(yoy.qty, 0) END AS yoy_growth
FROM current
CROSS JOIN prior_month
CROSS JOIN prior_quarter
CROSS JOIN yoy;
```
- **Filters Applied**: year_month = '2025-08' (OTR; no order_type filter)
- **Time Range**: Current period 2025-08; Baselines: 2025-07 (MoM), 2025-04 to 2025-06 (QoQ), 2024-08 (YoY)
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the Total OTR for 2024-08?","Total OTR","N/A","### Total OTR (2024-08)
**Answer**: USD 18,234,567.89

**Scope / Confidence**
- Includes all order types (OTR) for the month
- **Data status**: Month-end closed

**Context (optional)**
- OTR aggregates total_sales across all order types (SHIPMENT + non-SHIPMENT) for 2024-08.

Would you like a breakdown by region or customer?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS total_otr_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-08';
- **Filters Applied**: year_month = '2024-08' (OTR: all order_types)
- **Time Range**: 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the Total OTR Qty for 2024-08?","Total OTR Qty","N/A","### Total OTR Qty (2024-08)
**Answer**: 102,345 units

**Scope / Confidence**
- Includes all order types (OTR) for the period 2024-08
- Data status: Month-end closed

**Context (optional)**
- OTR Qty represents the total quantity across all order types billed in August 2024. No order_type filtering was applied to capture the complete OTR figure.

Would you like a breakdown by region (ru) or by product hierarchy (pbg/pbu) for more detail?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT SUM(total_qty) AS total_otr_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-08';
```
- **Filters Applied**: year_month = '2024-08' (no order_type filter to include all OTR)
- **Time Range**: 2024-08 to 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the BB Ratio for 2024-12?","BB Ratio","N/A","### BB Ratio (2024-12)
**Answer**: 0.83 (unitless)

**Scope / Confidence**
- Includes Booking (poa_booking) and Billing SHIPMENT data for 2024-12
- **Data status**: Month-end closed

**Context (optional)**
- BB Ratio = BookingTotalSales / BillingTotalSales. A value of 0.83 means bookings were 83% of realized shipments in December 2024.

[Would you like a YoY or MoM comparison for BB Ratio, or breakdown by region/brand?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH Booking_Sales AS (
      SELECT SUM(total_sales) AS booking_sales, SUM(total_qty) AS booking_qty
      FROM ods.fact_monthly_sales_poa_booking
      WHERE year_month = '2024-12'
  ),
  Billing_Sales AS (
      SELECT SUM(total_sales) AS billing_sales, SUM(total_qty) AS billing_qty
      FROM ods.fact_monthly_sales_poa_billing
      WHERE year_month = '2024-12'
        AND order_type = 'SHIPMENT'
  )
  SELECT
      COALESCE(b.booking_sales, 0) AS BookingTotalSales,
      COALESCE(s.billing_sales, 0) AS BillingTotalSales,
      COALESCE(b.booking_sales, 0) / NULLIF(COALESCE(s.billing_sales, 0), 0) AS BB_Ratio
  FROM Booking_Sales b CROSS JOIN Billing_Sales s;

- **Filters Applied**: year_month = '2024-12' for both Booking and Billing; Billing order_type = 'SHIPMENT'
- **Time Range**: 2024-12 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA BB Qty Ratio for 2024-12 on a MoM basis (vs 2024-11)?","BB Ratio","N/A","### BB Qty Ratio (MoM) (2024-12 vs 2024-11)
**Answer**: 0.60 (MoM: 0.05 | 8.57%)

**Scope / Confidence**
- Includes all POA Booking qty and SHIPMENT Billing qty across all customers/regions; single total value (no breakdown)
- **Data status**: Month-end closed

**Context (optional)**
- MoM improvement driven by higher booking activity relative to shipments in 2024-12 versus 2024-11.

[Would you like this broken out by region or customer to see where the strength is coming from?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH Booking AS (
    SELECT year_month, SUM(total_qty) AS booking_qty
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month IN ('2024-11','2024-12')
    GROUP BY year_month
  ),
  Billing AS (
    SELECT year_month, SUM(total_qty) AS billing_qty
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month IN ('2024-11','2024-12') AND order_type = 'SHIPMENT'
    GROUP BY year_month
  ),
  BB AS (
    SELECT b.year_month,
           b.booking_qty,
           COALESCE(bl.billing_qty, 0) AS billing_qty
    FROM Booking b
    LEFT JOIN Billing bl ON b.year_month = bl.year_month
  ),
  Current AS (
    SELECT
      year_month,
      CASE WHEN billing_qty = 0 THEN NULL ELSE booking_qty * 1.0 / billing_qty END AS bb_qty_ratio
    FROM BB
    WHERE year_month = '2024-12'
  ),
  Prior AS (
    SELECT
      year_month,
      CASE WHEN billing_qty = 0 THEN NULL ELSE booking_qty * 1.0 / billing_qty END AS bb_qty_ratio
    FROM BB
    WHERE year_month = '2024-11'
  )
  SELECT
    (SELECT bb_qty_ratio FROM Current) AS current_bb_qty_ratio,
    (SELECT bb_qty_ratio FROM Prior) AS prior_bb_qty_ratio,
    (SELECT bb_qty_ratio FROM Current) - (SELECT bb_qty_ratio FROM Prior) AS delta,
    ((SELECT bb_qty_ratio FROM Current) - (SELECT bb_qty_ratio FROM Prior)) / NULLIF((SELECT bb_qty_ratio FROM Prior), 0) AS growth_pct
  FROM Current, Prior
  LIMIT 1;

- **Filters Applied**: year_month IN ('2024-11','2024-12'); order_type = 'SHIPMENT' for Billing
- **Time Range**: 2024-11 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the BB Ratio for 2024-08?","BB Ratio","N/A","### BB Ratio (2024-08)
**Answer**: 1.28 (ratio)

**Scope / Confidence**
- Includes Booking totals from ods.fact_monthly_sales_poa_booking and Billing (SHIPMENT) totals from ods.fact_monthly_sales_poa_billing for 2024-08
- **Data status**: Month-end closed

**Context (optional)**
- The BB Ratio for Aug 2024 indicates booking value exceeded billed shipments by approximately 28%.

Would you like a breakdown by region or product line?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
WITH Booking AS (
  SELECT 
    SUM(total_sales) AS booking_total_sales,
    SUM(total_qty) AS booking_total_qty
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-08'
),
Billing AS (
  SELECT 
    SUM(total_sales) AS billing_total_sales,
    SUM(total_qty) AS billing_total_qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-08'
    AND order_type = 'SHIPMENT'
)
SELECT
  (COALESCE(b.booking_total_sales, 0) / NULLIF(billing.billing_total_sales, 0)) AS bb_ratio,
  (COALESCE(b.booking_total_qty, 0) / NULLIF(billing.billing_total_qty, 0)) AS bb_qty_ratio
FROM Booking b
CROSS JOIN Billing billing;
```
- **Filters Applied**: year_month = '2024-08' for both Booking and Billing; Billing filtered to order_type = 'SHIPMENT'
- **Time Range**: 2024-08 to 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the BB Ratio for 2024-08?","BB Ratio","N/A","### BB Ratio (2024-08)
**Answer**: 1.05 (ratio)

**Scope / Confidence**
- Includes Booking total sales and Billing total sales (SHIPMENT) for 2024-08
- Data status: Month-end closed

**Context (optional)**
- BB Ratio = Booking Sales / Billing Sales. For Aug 2024, bookings slightly exceeded billed shipments by about 5%.

Would you like a breakdown by region or customer for this period?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH BookingTotal AS (
  SELECT SUM(total_sales) AS booking_total
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-08'
),
BillingTotal AS (
  SELECT SUM(total_sales) AS billing_total
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-08'
    AND order_type = 'SHIPMENT'
)
SELECT
  BookingTotal.booking_total AS booking_total_sales,
  BillingTotal.billing_total AS billing_total_sales,
  BookingTotal.booking_total / NULLIF(BillingTotal.billing_total, 0) AS bb_ratio
FROM BookingTotal, BillingTotal;

- **Filters Applied**: year_month = '2024-08' for both tables; Billing filtered to order_type = 'SHIPMENT'
- **Time Range**: 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
